PanjivaRecordID,HSCode,ShipmentDestination,ShipperPanjivaID,TransportMethod
4399507,19,8,66,2
4393043,50,6,23,0
4399571,19,8,16,2
4406739,20,8,36,2
4406803,20,8,36,2
4416403,19,8,16,2
4416467,19,8,84,2
4426835,10,10,63,2
4433683,20,8,36,2
4433747,20,8,29,2
4433811,20,8,29,2
4443667,10,10,82,2
4443731,19,8,79,2
4368915,47,22,38,0
4356499,50,22,87,0
4381715,45,27,24,0
4400595,25,22,64,0
4400723,45,22,64,0
4406995,50,22,64,0
4432851,25,22,38,0
4416979,50,27,4,0
4462163,48,22,64,0
4462227,45,22,64,0
4468691,45,22,64,0
4373459,28,4,34,1
4378451,46,22,67,0
4384723,13,24,73,1
4402707,51,23,41,1
4403987,1,26,51,1
4423123,39,7,50,1
4427603,39,15,50,1
4444755,23,24,59,2
4360851,6,12,35,2
4365203,46,24,52,2
4392467,4,15,20,2
4392595,32,4,41,2
4397523,33,13,41,2
4425299,46,24,52,2
4448787,55,3,57,2
4460883,46,24,33,2
4460947,50,13,85,2
4356274,8,24,88,2
4356338,10,10,68,2
4356402,19,8,86,2
4361394,2,24,43,2
4366962,40,6,23,0
4386994,19,8,79,2
4387058,19,8,84,2
4393586,10,10,63,2
4393010,50,6,23,0
4393202,2,24,43,2
4406770,20,8,36,2
4416370,19,8,29,2
4416434,20,8,70,2
4421810,51,24,88,2
4421874,21,10,2,2
4433650,20,8,36,2
4433778,20,8,29,2
4439090,19,8,26,2
4439218,19,8,29,2
4443698,15,8,44,2
4381426,45,22,12,0
4400690,51,22,64,0
4411826,46,27,31,0
4444082,29,6,25,0
4450290,25,6,6,0
4455666,50,22,64,0
4358642,13,24,73,1
4418738,46,22,67,0
4424882,44,22,76,0
4441650,46,22,67,0
4458354,27,24,37,1
4462514,46,22,33,0
4360050,33,5,41,2
4360242,45,20,85,2
4375026,46,24,33,2
4420146,4,5,3,2
4420402,25,23,41,2
4420722,49,24,83,2
4425394,45,26,89,2
4448626,50,24,28,2
4453938,28,24,8,2
4467122,22,11,58,2
4376818,46,26,48,0
4421578,23,6,23,0
4432906,2,24,43,2
4449290,1,26,41,0
4454666,25,29,41,0
4356234,51,24,88,2
4356426,19,8,16,2
4361226,25,6,23,0
4367882,19,8,30,2
4380874,20,8,36,2
4399498,19,10,66,2
4393034,50,6,23,0
4399562,19,8,16,2
4406666,19,8,21,2
4406794,20,8,36,2
4416330,19,8,29,2
4416458,19,8,14,2
4421834,8,24,88,2
4433674,20,8,36,2
4433738,20,8,36,2
4433802,20,8,29,2
4439242,19,8,29,2
4356490,50,22,87,0
4377738,45,22,64,0
4381642,51,22,64,0
4400010,50,22,64,0
4400586,50,22,64,0
4432778,45,22,64,0
4434122,25,22,64,0
4462090,43,22,64,0
4462154,51,22,64,0
4463498,50,22,64,0
4357258,23,24,59,2
4402698,52,23,41,1
4436938,46,26,67,0
4441354,13,24,73,1
4444746,23,24,59,2
4360458,41,13,20,2
4360842,53,12,35,2
4365194,46,24,52,2
4391946,47,2,20,2
4425674,24,7,71,2
4430602,46,24,33,2
4432394,56,26,51,1
4421583,23,6,23,0
4432911,2,24,43,2
4449295,50,26,41,0
4449679,13,6,23,0
4454735,2,24,43,2
4454991,23,27,23,0
4356239,8,24,88,2
4356431,19,8,16,2
4361871,10,10,63,2
4361231,25,6,23,0
4361679,25,24,65,2
4367119,43,27,23,0
4381071,19,8,21,2
4381135,10,10,68,2
4399503,19,8,66,2
4393039,50,6,23,0
4399567,19,8,16,2
4406799,20,8,36,2
4416463,19,8,17,2
4433679,20,8,36,2
4433743,20,8,29,2
4433807,20,8,29,2
4439247,19,8,29,2
4443663,10,10,82,2
4368911,37,22,38,0
4356495,50,22,87,0
4368975,11,22,64,0
4400015,12,22,64,0
4400655,45,22,64,0
4462095,25,22,64,0
4462159,45,22,64,0
4462223,50,22,64,0
4357263,23,24,59,2
4372431,47,27,0,0
4388239,38,24,8,1
4444751,23,24,59,2
4360463,47,13,20,2
4360847,6,12,35,2
4385615,50,5,85,2
4392463,47,15,20,2
4397263,46,24,52,2
4397327,46,24,52,2
4397519,12,13,41,2
4420431,48,23,41,2
4453967,25,24,8,2
4432847,47,22,38,0
4356269,8,24,88,2
4356397,19,0,66,2
4361837,19,8,16,2
4366893,25,24,65,2
4366957,40,6,23,0
4381101,19,8,29,2
4393581,10,10,63,2
4393197,2,24,43,2
4406765,20,8,36,2
4416365,19,8,29,2
4416429,20,8,70,2
4421805,51,24,88,2
4433645,20,8,36,2
4433709,20,8,36,2
4433773,20,8,29,2
4439213,19,8,29,2
4356461,33,22,87,0
4368877,45,22,64,0
4369005,50,22,64,0
4381229,50,22,64,0
4399661,25,27,9,0
4400685,45,22,64,0
4462253,45,22,64,0
4409581,34,22,76,0
4412269,28,24,73,1
4458349,54,24,37,1
4458989,44,22,76,0
4360109,45,24,41,2
4392557,50,4,85,2
4392621,45,4,41,2
4420141,50,5,3,2
4453613,24,15,40,2
4453933,28,24,8,2
4461549,46,26,77,0
4462317,56,26,51,1
4420717,18,24,83,2
4420781,49,24,83,2
4449681,13,6,23,0
4454737,2,24,43,2
4454993,23,27,23,0
4356241,8,24,88,2
4356433,19,8,16,2
4361873,10,10,63,2
4361361,40,6,23,0
4367121,50,27,23,0
4381073,19,0,21,2
4381137,10,10,68,2
4393553,46,24,52,2
4399505,19,8,66,2
4393041,50,6,23,0
4399569,19,8,16,2
4406801,20,8,36,2
4393425,25,24,65,2
4416465,19,8,17,2
4426833,10,10,63,2
4433681,20,8,36,2
4433745,20,8,29,2
4433809,20,8,29,2
4439249,19,8,29,2
4443665,10,10,82,2
4368913,47,22,38,0
4356497,50,22,87,0
4377745,50,22,64,0
4400721,50,22,64,0
4416977,12,27,4,0
4462161,25,22,64,0
4468689,24,22,64,0
4357265,23,24,59,2
4384721,13,24,73,1
4402705,52,23,41,1
4417873,37,4,41,1
4444753,23,24,59,2
4360849,6,12,35,2
4385617,50,5,85,2
4392593,50,4,41,2
4453521,46,24,52,2
4460881,46,24,33,2
4376849,43,26,39,0
4432849,43,22,38,0
4420753,49,24,83,2
4356406,19,8,86,2
4361782,32,9,61,2
4361846,19,5,16,2
4361398,2,24,43,2
4377654,19,8,26,2
4381110,19,8,29,2
4386998,19,8,79,2
4387062,19,8,47,2
4393590,10,10,63,2
4393014,13,6,23,0
4406646,19,8,26,2
4393206,2,24,43,2
4406774,20,8,36,2
4421814,51,24,88,2
4421878,21,10,2,2
4398902,24,26,41,0
4433654,20,8,36,2
4399222,50,26,41,0
4433782,20,8,29,2
4439094,19,8,26,2
4439222,19,8,29,2
4443702,19,8,49,2
4356470,33,22,87,0
4368950,45,22,64,0
4433846,50,22,64,0
4450294,25,29,6,0
4455670,12,22,64,0
4358646,13,24,73,1
4461750,12,22,64,0
4462198,47,22,38,0
4372278,47,29,0,0
4382902,46,26,67,0
4442230,56,24,19,1
4460214,47,22,9,0
4360182,33,24,41,2
4360502,4,13,20,2
4392310,47,4,20,2
4392502,50,13,85,2
4397494,49,13,41,2
4404662,39,15,40,2
4420790,49,24,83,2
4448630,50,24,28,2
4467126,22,11,58,2
4376694,33,26,1,0
4400630,47,22,38,0
4432921,2,24,43,2
4449625,25,24,65,2
4454617,49,29,41,0
4454745,2,24,43,2
4454809,39,24,75,1
4356185,51,24,88,2
4356249,8,24,88,2
4356377,19,8,16,2
4361881,10,10,63,2
4361369,2,24,43,2
4361689,25,24,65,2
4361753,25,24,65,2
4381145,15,8,44,2
4386905,25,24,65,2
4399513,19,8,66,2
4399577,19,8,16,2
4393177,2,24,43,2
4406745,20,8,36,2
4406809,20,8,36,2
4416409,19,8,16,2
4416473,10,10,68,2
4421785,51,24,88,2
4398681,13,27,23,0
4433689,20,8,36,2
4433753,20,8,29,2
4439129,19,8,26,2
4443673,19,8,86,2
4443737,10,10,63,2
4362329,33,22,7,0
4368985,50,22,64,0
4416537,51,22,64,0
4432793,33,22,64,0
4443993,33,22,10,0
4462105,26,22,64,0
4462169,43,22,64,0
4373465,28,4,34,1
4395801,25,17,69,2
4437401,1,22,76,0
4450713,46,22,33,0
4464409,54,27,32,0
4360153,16,24,41,2
4360473,47,13,20,2
4365209,46,24,52,2
4380441,45,7,89,2
4400537,47,22,38,0
4420761,49,24,83,2
4454756,2,24,43,2
4356260,51,24,88,2
4356388,19,8,30,2
4361764,46,24,52,2
4361380,2,24,43,2
4366564,12,27,23,0
4380964,20,8,70,2
4392996,50,6,23,0
4393188,2,24,43,2
4406756,20,8,36,2
4416356,19,8,29,2
4416420,19,8,16,2
4416484,8,8,15,2
4421796,51,24,88,2
4398692,50,27,23,0
4426852,8,8,30,2
4433636,20,8,36,2
4433700,20,8,36,2
4433764,20,8,29,2
4443684,10,10,68,2
4356452,46,27,31,0
4368996,50,22,64,0
4400740,50,22,64,0
4427108,26,22,45,0
4432804,51,22,64,0
4358436,25,24,69,2
4463716,43,6,39,0
4372260,27,24,37,1
4403428,54,24,37,1
4360036,30,5,41,2
4360164,47,24,41,2
4360484,47,13,20,2
4364964,35,26,51,1
4420836,4,24,83,2
4449312,32,26,41,0
4454624,50,29,41,0
4454752,2,24,43,2
4356256,51,24,88,2
4356448,19,8,16,2
4361824,49,9,61,2
4361376,2,24,43,2
4361632,25,24,65,2
4366560,50,27,23,0
4393184,2,24,43,2
4406752,20,8,36,2
4416416,19,8,16,2
4416480,10,10,68,2
4421792,51,24,88,2
4398688,50,27,23,0
4433696,20,8,36,2
4433760,20,8,29,2
4439200,15,8,21,2
4443680,10,10,68,2
4356512,46,27,31,0
4400608,43,22,64,0
4400672,51,22,64,0
4400736,25,22,64,0
4427104,26,22,45,0
4372256,54,24,37,1
4385504,1,26,51,1
4436576,46,22,33,0
4452384,34,22,76,0
4360032,47,5,41,2
4380448,32,7,89,2
4397344,46,24,52,2
4453472,46,24,52,2
4431456,16,26,40,0
4438752,46,26,55,0
4454176,16,26,40,0
4421475,25,24,65,2
4356259,51,24,88,2
4356387,19,8,30,2
4361187,0,6,23,0
4361379,2,24,43,2
4361699,25,24,65,2
4366563,12,27,23,0
4380963,20,8,70,2
4393187,2,24,43,2
4406755,20,8,36,2
4416355,19,8,29,2
4416419,19,8,16,2
4416483,8,8,15,2
4421795,51,24,88,2
4398691,50,27,23,0
4426851,8,8,30,2
4433635,20,8,36,2
4433699,20,8,36,2
4433763,20,8,29,2
4443683,10,10,68,2
4381539,51,22,90,0
4393763,25,27,5,0
4400739,25,22,64,0
4427107,26,22,45,0
4432803,25,22,64,0
4463843,50,22,40,0
4372259,27,24,37,1
4403427,54,24,37,1
4436323,46,26,67,0
4360035,50,5,41,2
4360483,47,13,20,2
4392291,47,4,20,2
4392547,43,15,39,2
4400547,43,22,38,0
4420707,49,24,83,2
4420771,49,24,83,2
4432896,2,24,43,2
4449664,25,24,65,2
4356224,51,24,88,2
4356352,10,10,68,2
4356416,19,8,17,2
4361792,50,9,61,2
4366976,51,6,23,0
4387072,9,28,22,2
4399488,19,8,66,2
4393024,50,6,23,0
4399552,19,8,16,2
4406784,20,8,36,2
4416384,8,10,62,2
4416320,19,8,29,2
4421824,51,24,88,2
4433664,20,8,36,2
4443712,19,8,86,2
4356480,50,22,87,0
4369024,51,22,64,0
4399680,50,27,9,0
4411904,25,22,64,0
4462016,51,22,72,0
4359040,34,24,41,1
4462272,50,22,64,0
4357248,23,24,59,2
4401216,13,24,73,1
4424896,25,22,76,0
4444736,23,24,59,2
4450752,39,6,50,1
4460224,47,22,9,0
4469312,54,6,32,0
4375296,32,26,89,2
4397504,42,13,41,2
4420160,25,5,3,2
4420736,18,24,83,2
4420800,49,24,83,2
4438208,33,25,85,2
4448640,50,24,28,2
4453952,28,24,8,2
4472576,47,7,71,2
4420992,46,26,77,0
4442880,25,26,5,0
4449267,45,26,41,0
4356275,8,24,88,2
4356339,10,10,68,2
4356403,19,8,86,2
4361779,31,9,61,2
4361395,2,24,43,2
4361715,25,24,65,2
4366963,40,6,23,0
4386995,19,8,79,2
4387059,19,8,84,2
4393587,10,10,63,2
4393011,50,6,23,0
4393203,2,24,43,2
4406771,20,8,36,2
4393523,2,24,43,1
4416435,20,8,70,2
4421811,51,24,88,2
4421875,21,10,2,2
4433651,20,8,36,2
4433779,20,8,29,2
4439091,19,8,26,2
4439219,19,8,29,2
4368883,43,22,64,0
4381235,48,22,64,0
4400691,25,22,64,0
4433843,50,22,64,0
4444083,29,6,25,0
4358643,13,24,73,1
4462195,47,22,38,0
4462259,48,22,64,0
4422579,17,29,0,0
4424435,25,24,53,2
4424883,44,22,76,0
4447539,46,22,67,0
4458355,27,24,37,1
4375027,46,24,33,2
4392499,50,13,85,2
4420147,41,5,3,2
4448563,47,2,57,2
4448627,50,24,28,2
4453939,28,24,8,2
4432919,2,24,43,2
4454743,2,24,43,2
4454999,23,27,23,0
4356183,51,24,88,2
4356247,51,24,88,2
4356439,19,8,16,2
4361879,10,10,63,2
4361367,2,24,43,2
4381143,10,10,68,2
4399511,19,8,66,2
4393047,2,24,43,1
4399575,19,8,16,2
4393175,2,24,43,2
4406743,20,8,36,2
4406807,20,8,36,2
4398359,25,24,65,2
4416407,19,8,16,2
4416471,10,10,68,2
4421783,51,24,88,2
4433687,20,8,36,2
4433751,20,8,29,2
4368919,47,22,38,0
4443671,19,8,86,2
4356503,43,22,87,0
4400727,51,22,64,0
4416983,50,27,4,0
4432855,37,22,38,0
4434071,45,22,64,0
4358423,25,24,69,2
4462103,50,22,64,0
4373463,28,4,34,1
4395799,25,17,69,2
4402711,36,23,41,1
4419863,1,26,51,1
4447511,44,22,76,0
4360087,49,24,41,2
4360471,22,13,20,2
4365207,46,24,52,2
4397271,28,24,80,2
4460951,50,13,85,2
4438423,46,26,77,0
4420759,49,24,83,2
4421580,23,6,23,0
4432908,2,24,43,2
4449292,45,26,41,0
4454732,2,24,43,2
4356236,51,24,88,2
4356428,19,8,16,2
4361228,25,6,23,0
4361292,40,6,23,0
4367884,19,8,30,2
4380876,20,8,36,2
4399500,19,10,66,2
4393036,50,6,23,0
4399564,19,8,16,2
4406796,20,8,36,2
4416332,19,8,29,2
4416460,19,8,17,2
4433676,20,8,36,2
4433740,20,8,36,2
4433804,20,8,29,2
4439244,19,8,29,2
4443660,19,8,30,2
4356492,50,22,87,0
4369036,45,22,64,0
4400588,45,22,64,0
4400780,50,22,64,0
4411788,43,27,5,0
4416972,25,27,4,0
4427276,25,6,6,0
4462156,50,22,64,0
4463500,45,22,64,0
4357260,23,24,59,2
4373260,56,26,51,1
4383436,46,26,67,0
4434764,46,26,67,0
4436940,46,26,67,0
4444748,23,24,59,2
4360012,47,5,41,2
4360844,53,12,35,2
4365196,46,24,52,2
4392332,47,4,20,2
4397516,47,13,41,2
4420684,49,24,83,2
4420748,49,24,83,2
4430604,46,24,33,2
4410892,13,26,39,0
4421571,23,6,23,0
4426691,25,14,23,2
4432899,2,24,43,2
4356227,51,24,88,2
4356355,10,10,68,2
4356419,19,8,16,2
4361795,25,9,61,2
4381123,19,8,29,2
4387011,20,8,18,2
4399491,19,8,66,2
4393027,50,6,23,0
4399555,19,8,16,2
4406787,20,8,36,2
4416323,19,8,29,2
4421827,51,24,88,2
4398915,33,26,41,0
4433667,20,8,36,2
4399299,25,6,65,0
4433795,20,8,29,2
4356483,31,22,87,0
4367939,23,22,32,0
4369027,50,22,64,0
4381635,50,22,64,0
4411907,50,22,64,0
4434115,25,22,64,0
4463491,45,22,64,0
4357251,23,24,59,2
4372099,28,4,81,1
4444739,23,24,59,2
4392451,47,15,20,2
4420675,47,24,83,2
4420163,37,5,3,2
4420419,1,23,41,2
4453955,28,24,8,2
4472579,24,7,71,2
4454211,25,26,5,0
4454275,43,26,39,0
4400643,47,22,38,0
4421470,25,24,65,2
4426590,25,24,65,2
4454750,2,24,43,2
4356254,51,24,88,2
4356446,19,8,16,2
4356126,25,24,65,2
4361374,2,24,43,2
4366558,50,27,23,0
4386974,10,10,22,2
4393182,2,24,43,2
4406750,20,8,36,2
4406814,20,8,36,2
4416414,19,8,16,2
4416478,10,10,68,2
4421790,51,24,88,2
4398750,50,27,23,0
4398814,25,6,65,0
4433694,20,8,36,2
4433758,20,8,29,2
4439134,19,8,26,2
4443678,10,10,68,2
4443742,10,10,63,2
4368990,34,22,64,0
4400734,43,22,64,0
4416542,50,22,64,0
4432862,4,22,38,0
4427102,26,22,45,0
4432798,51,22,64,0
4434078,45,22,64,0
4364254,44,22,76,0
4372254,54,24,37,1
4373470,28,4,34,1
4379806,42,21,60,1
4395806,17,17,69,2
4408990,46,22,67,0
4452382,1,22,76,0
4360158,50,24,41,2
4380446,45,7,89,2
4392158,50,17,85,2
4392286,4,4,20,2
4431454,51,26,40,0
4400542,47,22,38,0
4432920,2,24,43,2
4449304,1,26,41,0
4449624,25,24,65,2
4454744,2,24,43,2
4454808,39,24,75,1
4455000,23,27,23,0
4356184,51,24,88,2
4356248,51,24,88,2
4361880,10,10,63,2
4361368,2,24,43,2
4361752,25,24,65,2
4381080,19,8,21,2
4381144,10,10,68,2
4399512,19,8,66,2
4399576,19,8,16,2
4393176,2,24,43,2
4406744,20,8,36,2
4406808,20,8,36,2
4416408,19,8,16,2
4416472,10,10,68,2
4421784,51,24,88,2
4398680,13,27,23,0
4433688,20,8,36,2
4433752,20,8,29,2
4368920,47,22,38,0
4443672,19,8,86,2
4356504,43,22,87,0
4362328,33,22,7,0
4368856,4,22,38,0
4400024,11,22,64,0
4400728,50,22,64,0
4407000,49,22,64,0
4416536,43,22,64,0
4416984,25,27,4,0
4468696,50,22,64,0
4373464,28,4,34,1
4379800,30,21,60,1
4418968,46,26,67,0
4360472,22,13,20,2
4392472,47,15,20,2
4420632,49,24,83,2
4438424,46,26,77,0
4400536,25,22,38,0
4420760,18,24,83,2
4419782,56,18,40,1
4421574,23,6,23,0
4421766,25,24,65,2
4432902,2,24,43,2
4454662,45,29,41,0
4356230,51,24,88,2
4356358,10,10,68,2
4356422,19,8,16,2
4361798,24,9,61,2
4367110,12,27,23,0
4367878,19,8,30,2
4381126,19,8,29,2
4399494,19,10,66,2
4393030,50,6,23,0
4399558,19,8,16,2
4406790,20,8,36,2
4416326,19,8,29,2
4421830,8,24,88,2
4398918,33,26,41,0
4433670,20,8,36,2
4433734,20,8,36,2
4433798,20,8,29,2
4439238,19,8,29,2
4367942,23,22,32,0
4381638,45,22,64,0
4411910,7,22,64,0
4357254,23,24,59,2
4372102,28,4,81,1
4372294,47,22,0,0
4424902,1,22,76,0
4444742,23,24,59,2
4451462,46,22,33,0
4360838,6,12,35,2
4391942,47,2,20,2
4392646,52,4,41,2
4420742,49,24,83,2
4425670,47,7,71,2
4453958,28,24,8,2
4385990,46,26,55,0
4415366,13,26,39,0
4400646,47,22,38,0
4462342,49,26,51,1
4449589,25,24,65,2
4356341,10,10,68,2
4356405,19,8,86,2
4361781,33,9,61,2
4361845,19,5,16,2
4361397,2,24,43,2
4377653,19,8,26,2
4381109,19,8,29,2
4386997,19,8,79,2
4387061,19,8,47,2
4393589,10,10,63,2
4393013,13,6,23,0
4393205,2,24,43,2
4406773,20,8,36,2
4393525,25,24,65,2
4421813,51,24,88,2
4421877,21,10,2,2
4433653,20,8,36,2
4399221,39,26,41,0
4433781,20,8,29,2
4439093,19,8,26,2
4439221,19,8,29,2
4443701,19,8,49,2
4421237,25,24,65,2
4356469,33,22,87,0
4378101,43,22,64,0
4381237,45,22,64,0
4400693,50,22,64,0
4432821,25,22,64,0
4433845,50,22,64,0
4358645,13,24,73,1
4461749,0,22,64,0
4462133,51,22,64,0
4462197,47,22,38,0
4372277,47,29,0,0
4440949,46,26,67,0
4456629,28,24,73,1
4458357,27,24,37,1
4460213,47,22,9,0
4360181,16,24,41,2
4360245,50,20,85,2
4366133,18,24,41,2
4392309,47,4,20,2
4392629,36,4,41,2
4397301,45,24,80,2
4404661,48,15,40,2
4420789,49,24,83,2
4438197,50,25,85,2
4376693,33,26,1,0
4400629,47,22,38,0
4410421,56,26,51,1
4448629,50,24,28,2
4421575,23,6,23,0
4432903,2,24,43,2
4356231,51,24,88,2
4356423,19,8,16,2
4361799,25,9,61,2
4361223,25,6,23,0
4367879,19,8,30,2
4381127,19,10,21,2
4399495,19,10,66,2
4393031,50,6,23,0
4399559,19,8,16,2
4406791,20,8,36,2
4416327,19,8,29,2
4421831,8,24,88,2
4433671,20,8,36,2
4433735,20,8,36,2
4433799,20,8,29,2
4439239,19,8,29,2
4443719,45,16,85,2
4367943,23,22,32,0
4381639,25,22,64,0
4433863,34,22,64,0
4444103,47,6,9,0
4462279,43,22,64,0
4463495,25,22,64,0
4357255,23,24,59,2
4372103,28,4,81,1
4372295,47,22,0,0
4374151,46,26,67,0
4403911,56,24,19,1
4414535,13,24,73,1
4441351,13,24,73,1
4444743,23,24,59,2
4451015,28,24,85,1
4360839,53,12,35,2
4391943,42,2,20,2
4397319,5,24,80,2
4420743,49,24,83,2
4425671,24,7,71,2
4453959,32,24,8,2
4393671,23,22,32,0
4400647,47,22,38,0
4421582,23,6,23,0
4432910,2,24,43,2
4454734,2,24,43,2
4454990,23,27,23,0
4356238,8,24,88,2
4356430,19,8,16,2
4361230,25,6,23,0
4367886,19,8,30,2
4380878,20,8,36,2
4381070,19,10,21,2
4381134,10,10,68,2
4399502,19,10,66,2
4393038,50,6,23,0
4399566,19,8,16,2
4406670,19,8,21,2
4406798,20,8,36,2
4416462,19,8,17,2
4433678,20,8,36,2
4433742,20,8,36,2
4433806,20,8,29,2
4439246,19,8,29,2
4443662,19,8,30,2
4356494,50,22,87,0
4400014,50,22,64,0
4400398,47,22,38,0
4400590,43,22,64,0
4400718,50,22,64,0
4400782,25,22,64,0
4432846,47,22,38,0
4416974,25,27,4,0
4444110,29,6,9,0
4462094,25,22,64,0
4357262,23,24,59,2
4372430,47,27,0,0
4434766,46,26,67,0
4444750,23,24,59,2
4452366,44,22,76,0
4360014,42,5,41,2
4360462,47,13,20,2
4360846,6,12,35,2
4365198,46,24,52,2
4397326,51,24,80,2
4420686,49,24,83,2
4453518,46,24,52,2
4400654,47,22,38,0
4420814,49,24,83,2
4421572,23,6,23,0
4432900,2,24,43,2
4449668,27,6,23,0
4454660,51,29,41,0
4356228,51,24,88,2
4356356,10,10,68,2
4356420,19,8,16,2
4361796,27,9,61,2
4381124,19,8,29,2
4399492,19,8,66,2
4393028,50,6,23,0
4399556,19,8,16,2
4406788,20,8,36,2
4416324,19,8,29,2
4421828,8,24,88,2
4398916,48,26,41,0
4433668,20,8,36,2
4433796,20,8,29,2
4443716,50,16,85,2
4356484,31,22,87,0
4367940,23,22,32,0
4381636,50,22,64,0
4411908,50,22,64,0
4434116,25,22,64,0
4444100,50,6,9,0
4462020,51,22,72,0
4462148,50,22,64,0
4357252,23,24,59,2
4372100,28,4,81,1
4444740,23,24,59,2
4360004,52,5,41,2
4360836,53,12,35,2
4392452,22,15,20,2
4420676,47,24,83,2
4420740,18,24,83,2
4425668,25,7,71,2
4453956,28,24,8,2
4472580,24,7,71,2
4454276,46,26,48,0
4400644,4,22,38,0
4449710,25,24,65,2
4356270,8,24,88,2
4356398,19,0,66,2
4361838,19,8,16,2
4361390,2,24,43,2
4366958,43,6,23,0
4380846,20,8,36,2
4386990,19,8,79,2
4393582,10,10,63,2
4393198,2,24,43,2
4406766,20,8,36,2
4416366,19,8,29,2
4416430,20,8,70,2
4421806,51,24,88,2
4433646,20,8,36,2
4399214,50,26,41,0
4433710,20,8,36,2
4433774,20,8,29,2
4439214,19,8,29,2
4368942,51,22,64,0
4369006,48,22,64,0
4381230,50,22,64,0
4444078,25,6,9,0
4462190,47,22,38,0
4464046,50,22,64,0
4412270,28,24,73,1
4360046,48,5,41,2
4392622,50,4,41,2
4425326,46,24,52,2
4425390,49,26,89,2
4453934,28,24,8,2
4398190,16,26,40,0
4385518,35,22,51,1
4420718,49,24,83,2
4420782,49,24,83,2
4454751,2,24,43,2
4454943,25,27,23,0
4356255,51,24,88,2
4356447,19,8,16,2
4361375,2,24,43,2
4366559,50,27,23,0
4386975,10,10,22,2
4393183,2,24,43,2
4406751,20,8,36,2
4406815,20,8,36,2
4416415,19,8,16,2
4416479,10,10,68,2
4421791,51,24,88,2
4398751,24,27,23,0
4399199,45,26,41,0
4433695,20,8,36,2
4433759,20,8,29,2
4439199,15,8,21,2
4443679,10,10,68,2
4400735,50,22,64,0
4432863,37,22,38,0
4427103,26,22,45,0
4434079,50,22,64,0
4462111,17,22,64,0
4372255,54,24,37,1
4373471,28,4,34,1
4395807,17,17,69,2
4452383,34,22,76,0
4465119,25,29,0,0
4471647,46,22,67,0
4360095,24,24,41,2
4380447,33,7,89,2
4392607,18,4,41,2
4397279,7,24,80,2
4431455,24,26,40,0
4400543,47,22,38,0
4421654,0,27,23,0
4432918,2,24,43,2
4449622,25,24,65,2
4454742,2,24,43,2
4454998,23,27,23,0
4356246,51,24,88,2
4356438,19,8,16,2
4361878,10,10,63,2
4361366,2,24,43,2
4381142,10,10,68,2
4399510,19,8,66,2
4399574,19,8,16,2
4393174,2,24,43,2
4406742,20,8,36,2
4406806,20,8,36,2
4416406,19,8,16,2
4416470,19,8,84,2
4433686,20,8,36,2
4433750,20,8,29,2
4439190,15,8,21,2
4443670,19,8,79,2
4356502,17,22,87,0
4368854,47,22,38,0
4368982,25,22,64,0
4400022,43,22,64,0
4400598,35,22,64,0
4400662,25,22,64,0
4406998,45,22,64,0
4416534,45,22,64,0
4416982,50,27,4,0
4443990,34,29,78,0
4462102,50,22,64,0
4462166,50,22,64,0
4373462,28,4,34,1
4379798,51,21,60,1
4418966,46,26,67,0
4437398,25,22,76,0
4360470,24,13,20,2
4392598,45,4,41,2
4453526,46,24,52,2
4432854,47,22,38,0
4421576,23,6,23,0
4421640,25,24,65,2
4432904,2,24,43,2
4449480,25,24,65,2
4454664,50,29,41,0
4356232,51,24,88,2
4356424,19,8,16,2
4361800,43,9,61,2
4361224,25,6,23,0
4367880,19,8,30,2
4380872,20,8,36,2
4381128,19,8,21,2
4399496,19,10,66,2
4393032,50,6,23,0
4399560,19,8,16,2
4406792,20,8,36,2
4416328,19,8,29,2
4421832,8,24,88,2
4433672,20,8,36,2
4433736,20,8,36,2
4433800,20,8,29,2
4439240,19,8,29,2
4443720,50,16,85,2
4367944,23,22,32,0
4381704,4,27,24,0
4393672,23,22,32,0
4427272,25,29,6,0
4434120,12,22,64,0
4463496,50,22,64,0
4357256,23,24,59,2
4372104,28,4,81,1
4372296,50,22,0,0
4414536,13,24,73,1
4437384,44,22,76,0
4437768,56,24,19,1
4441352,13,24,73,1
4444744,23,24,59,2
4451016,11,24,85,1
4360456,47,13,20,2
4360840,53,12,35,2
4397256,46,24,52,2
4397512,50,13,41,2
4420424,47,23,41,2
4425672,47,7,71,2
4453256,50,24,27,2
4453960,28,24,8,2
4425928,13,26,39,0
4420808,49,24,83,2
4421722,25,24,65,2
4449626,25,24,65,2
4454682,33,29,41,0
4454746,2,24,43,2
4454810,39,24,75,1
4356186,51,24,88,2
4356250,8,24,88,2
4356378,19,8,16,2
4361882,10,10,63,2
4361370,2,24,43,2
4361754,25,24,65,2
4399578,19,8,16,2
4393178,2,24,43,2
4406746,20,8,36,2
4406810,20,8,36,2
4416410,19,8,16,2
4416474,10,10,68,2
4421786,51,24,88,2
4398682,43,27,23,0
4433690,20,8,36,2
4433754,20,8,29,2
4439130,19,8,26,2
4443674,19,8,86,2
4443738,10,10,63,2
4415642,25,3,65,2
4356506,50,22,87,0
4362330,33,22,7,0
4368858,47,22,38,0
4368986,24,22,64,0
4400026,45,22,64,0
4400666,51,22,64,0
4449946,46,27,31,0
4450074,34,6,78,0
4462106,50,22,64,0
4373466,28,4,34,1
4388122,46,22,33,0
4437402,34,22,76,0
4360154,50,24,41,2
