PanjivaRecordID,HSCode,ShipmentDestination,ShipperPanjivaID,TransportMethod
4399507,40,4,66,1
4393043,30,22,23,2
4399571,40,4,16,1
4406739,9,4,36,1
4406803,9,4,36,1
4416403,40,4,16,1
4416467,40,4,84,1
4426835,13,0,63,1
4433683,9,4,36,1
4433747,9,4,29,1
4433811,9,4,29,1
4443667,13,0,82,1
4443731,40,4,79,1
4368915,20,3,38,2
4356499,30,3,87,2
4381715,45,25,24,2
4400595,23,3,64,2
4400723,45,3,64,2
4406995,30,3,64,2
4432851,23,3,38,2
4416979,30,25,4,2
4462163,53,3,64,2
4462227,45,3,64,2
4468691,45,3,64,2
4373459,21,16,34,0
4378451,14,3,67,2
4384723,36,24,73,0
4402707,41,14,41,0
4403987,8,9,51,0
4423123,44,26,50,0
4427603,44,1,50,0
4444755,39,24,59,1
4360851,29,8,35,1
4365203,14,24,52,1
4392467,2,1,20,1
4392595,7,16,41,1
4397523,3,17,41,1
4425299,14,24,52,1
4448787,5,11,57,1
4460883,14,24,33,1
4460947,30,17,85,1
4356274,42,24,88,1
4356338,13,0,68,1
4356402,40,4,86,1
4361394,18,24,43,1
4366962,10,22,23,2
4386994,40,4,79,1
4387058,40,4,84,1
4393586,13,0,63,1
4393010,30,22,23,2
4393202,18,24,43,1
4406770,9,4,36,1
4416370,40,4,29,1
4416434,9,4,70,1
4421810,41,24,88,1
4421874,56,0,2,1
4433650,9,4,36,1
4433778,9,4,29,1
4439090,40,4,26,1
4439218,40,4,29,1
4443698,28,4,44,1
4381426,45,3,12,2
4400690,41,3,64,2
4411826,14,25,31,2
4444082,22,22,25,2
4450290,23,22,6,2
4455666,30,3,64,2
4358642,36,24,73,0
4418738,14,3,67,2
4424882,50,3,76,2
4441650,14,3,67,2
4458354,34,24,37,0
4462514,14,3,33,2
4360050,3,23,41,1
4360242,45,28,85,1
4375026,14,24,33,1
4420146,2,23,3,1
4420402,23,14,41,1
4420722,55,24,83,1
4425394,45,9,89,1
4448626,30,24,28,1
4453938,21,24,8,1
4467122,54,18,58,1
4376818,14,9,48,2
4421578,39,22,23,2
4432906,18,24,43,1
4449290,8,9,41,2
4454666,23,12,41,2
4356234,41,24,88,1
4356426,40,4,16,1
4361226,23,22,23,2
4367882,40,4,30,1
4380874,9,4,36,1
4399498,40,0,66,1
4393034,30,22,23,2
4399562,40,4,16,1
4406666,40,4,21,1
4406794,9,4,36,1
4416330,40,4,29,1
4416458,40,4,14,1
4421834,42,24,88,1
4433674,9,4,36,1
4433738,9,4,36,1
4433802,9,4,29,1
4439242,40,4,29,1
4356490,30,3,87,2
4377738,45,3,64,2
4381642,41,3,64,2
4400010,30,3,64,2
4400586,30,3,64,2
4432778,45,3,64,2
4434122,23,3,64,2
4462090,48,3,64,2
4462154,41,3,64,2
4463498,30,3,64,2
4357258,39,24,59,1
4402698,6,14,41,0
4436938,14,9,67,2
4441354,36,24,73,0
4444746,39,24,59,1
4360458,38,17,20,1
4360842,16,8,35,1
4365194,14,24,52,1
4391946,20,13,20,1
4425674,11,26,71,1
4430602,14,24,33,1
4432394,49,9,51,0
4421583,39,22,23,2
4432911,18,24,43,1
4449295,30,9,41,2
4449679,36,22,23,2
4454735,18,24,43,1
4454991,39,25,23,2
4356239,42,24,88,1
4356431,40,4,16,1
4361871,13,0,63,1
4361231,23,22,23,2
4361679,23,24,65,1
4367119,48,25,23,2
4381071,40,4,21,1
4381135,13,0,68,1
4399503,40,4,66,1
4393039,30,22,23,2
4399567,40,4,16,1
4406799,9,4,36,1
4416463,40,4,17,1
4433679,9,4,36,1
4433743,9,4,29,1
4433807,9,4,29,1
4439247,40,4,29,1
4443663,13,0,82,1
4368911,25,3,38,2
4356495,30,3,87,2
4368975,37,3,64,2
4400015,19,3,64,2
4400655,45,3,64,2
4462095,23,3,64,2
4462159,45,3,64,2
4462223,30,3,64,2
4357263,39,24,59,1
4372431,20,25,0,2
4388239,15,24,8,0
4444751,39,24,59,1
4360463,20,17,20,1
4360847,29,8,35,1
4385615,30,23,85,1
4392463,20,1,20,1
4397263,14,24,52,1
4397327,14,24,52,1
4397519,19,17,41,1
4420431,53,14,41,1
4453967,23,24,8,1
4432847,20,3,38,2
4356269,42,24,88,1
4356397,40,10,66,1
4361837,40,4,16,1
4366893,23,24,65,1
4366957,10,22,23,2
4381101,40,4,29,1
4393581,13,0,63,1
4393197,18,24,43,1
4406765,9,4,36,1
4416365,40,4,29,1
4416429,9,4,70,1
4421805,41,24,88,1
4433645,9,4,36,1
4433709,9,4,36,1
4433773,9,4,29,1
4439213,40,4,29,1
4356461,3,3,87,2
4368877,45,3,64,2
4369005,30,3,64,2
4381229,30,3,64,2
4399661,23,25,9,2
4400685,45,3,64,2
4462253,45,3,64,2
4409581,31,3,76,2
4412269,21,24,73,0
4458349,0,24,37,0
4458989,50,3,76,2
4360109,45,24,41,1
4392557,30,16,85,1
4392621,45,16,41,1
4420141,30,23,3,1
4453613,11,1,40,1
4453933,21,24,8,1
4461549,14,9,77,2
4462317,49,9,51,0
4420717,35,24,83,1
4420781,55,24,83,1
4449681,36,22,23,2
4454737,18,24,43,1
4454993,39,25,23,2
4356241,42,24,88,1
4356433,40,4,16,1
4361873,13,0,63,1
4361361,10,22,23,2
4367121,30,25,23,2
4381073,40,10,21,1
4381137,13,0,68,1
4393553,14,24,52,1
4399505,40,4,66,1
4393041,30,22,23,2
4399569,40,4,16,1
4406801,9,4,36,1
4393425,23,24,65,1
4416465,40,4,17,1
4426833,13,0,63,1
4433681,9,4,36,1
4433745,9,4,29,1
4433809,9,4,29,1
4439249,40,4,29,1
4443665,13,0,82,1
4368913,20,3,38,2
4356497,30,3,87,2
4377745,30,3,64,2
4400721,30,3,64,2
4416977,19,25,4,2
4462161,23,3,64,2
4468689,11,3,64,2
4357265,39,24,59,1
4384721,36,24,73,0
4402705,6,14,41,0
4417873,25,16,41,0
4444753,39,24,59,1
4360849,29,8,35,1
4385617,30,23,85,1
4392593,30,16,41,1
4453521,14,24,52,1
4460881,14,24,33,1
4376849,48,9,39,2
4432849,48,3,38,2
4420753,55,24,83,1
4356406,40,4,86,1
4361782,7,7,61,1
4361846,40,23,16,1
4361398,18,24,43,1
4377654,40,4,26,1
4381110,40,4,29,1
4386998,40,4,79,1
4387062,40,4,47,1
4393590,13,0,63,1
4393014,36,22,23,2
4406646,40,4,26,1
4393206,18,24,43,1
4406774,9,4,36,1
4421814,41,24,88,1
4421878,56,0,2,1
4398902,11,9,41,2
4433654,9,4,36,1
4399222,30,9,41,2
4433782,9,4,29,1
4439094,40,4,26,1
4439222,40,4,29,1
4443702,40,4,49,1
4356470,3,3,87,2
4368950,45,3,64,2
4433846,30,3,64,2
4450294,23,12,6,2
4455670,19,3,64,2
4358646,36,24,73,0
4461750,19,3,64,2
4462198,20,3,38,2
4372278,20,12,0,2
4382902,14,9,67,2
4442230,49,24,19,0
4460214,20,3,9,2
4360182,3,24,41,1
4360502,2,17,20,1
4392310,20,16,20,1
4392502,30,17,85,1
4397494,55,17,41,1
4404662,44,1,40,1
4420790,55,24,83,1
4448630,30,24,28,1
4467126,54,18,58,1
4376694,3,9,1,2
4400630,20,3,38,2
4432921,18,24,43,1
4449625,23,24,65,1
4454617,55,12,41,2
4454745,18,24,43,1
4454809,44,24,75,0
4356185,41,24,88,1
4356249,42,24,88,1
4356377,40,4,16,1
4361881,13,0,63,1
4361369,18,24,43,1
4361689,23,24,65,1
4361753,23,24,65,1
4381145,28,4,44,1
4386905,23,24,65,1
4399513,40,4,66,1
4399577,40,4,16,1
4393177,18,24,43,1
4406745,9,4,36,1
4406809,9,4,36,1
4416409,40,4,16,1
4416473,13,0,68,1
4421785,41,24,88,1
4398681,36,25,23,2
4433689,9,4,36,1
4433753,9,4,29,1
4439129,40,4,26,1
4443673,40,4,86,1
4443737,13,0,63,1
4362329,3,3,7,2
4368985,30,3,64,2
4416537,41,3,64,2
4432793,3,3,64,2
4443993,3,3,10,2
4462105,27,3,64,2
4462169,48,3,64,2
4373465,21,16,34,0
4395801,23,27,69,1
4437401,8,3,76,2
4450713,14,3,33,2
4464409,0,25,32,2
4360153,32,24,41,1
4360473,20,17,20,1
4365209,14,24,52,1
4380441,45,26,89,1
4400537,20,3,38,2
4420761,55,24,83,1
4454756,18,24,43,1
4356260,41,24,88,1
4356388,40,4,30,1
4361764,14,24,52,1
4361380,18,24,43,1
4366564,19,25,23,2
4380964,9,4,70,1
4392996,30,22,23,2
4393188,18,24,43,1
4406756,9,4,36,1
4416356,40,4,29,1
4416420,40,4,16,1
4416484,42,4,15,1
4421796,41,24,88,1
4398692,30,25,23,2
4426852,42,4,30,1
4433636,9,4,36,1
4433700,9,4,36,1
4433764,9,4,29,1
4443684,13,0,68,1
4356452,14,25,31,2
4368996,30,3,64,2
4400740,30,3,64,2
4427108,27,3,45,2
4432804,41,3,64,2
4358436,23,24,69,1
4463716,48,22,39,2
4372260,34,24,37,0
4403428,0,24,37,0
4360036,51,23,41,1
4360164,20,24,41,1
4360484,20,17,20,1
4364964,52,9,51,0
4420836,2,24,83,1
4449312,7,9,41,2
4454624,30,12,41,2
4454752,18,24,43,1
4356256,41,24,88,1
4356448,40,4,16,1
4361824,55,7,61,1
4361376,18,24,43,1
4361632,23,24,65,1
4366560,30,25,23,2
4393184,18,24,43,1
4406752,9,4,36,1
4416416,40,4,16,1
4416480,13,0,68,1
4421792,41,24,88,1
4398688,30,25,23,2
4433696,9,4,36,1
4433760,9,4,29,1
4439200,28,4,21,1
4443680,13,0,68,1
4356512,14,25,31,2
4400608,48,3,64,2
4400672,41,3,64,2
4400736,23,3,64,2
4427104,27,3,45,2
4372256,0,24,37,0
4385504,8,9,51,0
4436576,14,3,33,2
4452384,31,3,76,2
4360032,20,23,41,1
4380448,7,26,89,1
4397344,14,24,52,1
4453472,14,24,52,1
4431456,32,9,40,2
4438752,14,9,55,2
4454176,32,9,40,2
4421475,23,24,65,1
4356259,41,24,88,1
4356387,40,4,30,1
4361187,17,22,23,2
4361379,18,24,43,1
4361699,23,24,65,1
4366563,19,25,23,2
4380963,9,4,70,1
4393187,18,24,43,1
4406755,9,4,36,1
4416355,40,4,29,1
4416419,40,4,16,1
4416483,42,4,15,1
4421795,41,24,88,1
4398691,30,25,23,2
4426851,42,4,30,1
4433635,9,4,36,1
4433699,9,4,36,1
4433763,9,4,29,1
4443683,13,0,68,1
4381539,41,3,90,2
4393763,23,25,5,2
4400739,23,3,64,2
4427107,27,3,45,2
4432803,23,3,64,2
4463843,30,3,40,2
4372259,34,24,37,0
4403427,0,24,37,0
4436323,14,9,67,2
4360035,30,23,41,1
4360483,20,17,20,1
4392291,20,16,20,1
4392547,48,1,39,1
4400547,48,3,38,2
4420707,55,24,83,1
4420771,55,24,83,1
4432896,18,24,43,1
4449664,23,24,65,1
4356224,41,24,88,1
4356352,13,0,68,1
4356416,40,4,17,1
4361792,30,7,61,1
4366976,41,22,23,2
4387072,24,2,22,1
4399488,40,4,66,1
4393024,30,22,23,2
4399552,40,4,16,1
4406784,9,4,36,1
4416384,42,0,62,1
4416320,40,4,29,1
4421824,41,24,88,1
4433664,9,4,36,1
4443712,40,4,86,1
4356480,30,3,87,2
4369024,41,3,64,2
4399680,30,25,9,2
4411904,23,3,64,2
4462016,41,3,72,2
4359040,31,24,41,0
4462272,30,3,64,2
4357248,39,24,59,1
4401216,36,24,73,0
4424896,23,3,76,2
4444736,39,24,59,1
4450752,44,22,50,0
4460224,20,3,9,2
4469312,0,22,32,2
4375296,7,9,89,1
4397504,46,17,41,1
4420160,23,23,3,1
4420736,35,24,83,1
4420800,55,24,83,1
4438208,3,20,85,1
4448640,30,24,28,1
4453952,21,24,8,1
4472576,20,26,71,1
4420992,14,9,77,2
4442880,23,9,5,2
4449267,45,9,41,2
4356275,42,24,88,1
4356339,13,0,68,1
4356403,40,4,86,1
4361779,47,7,61,1
4361395,18,24,43,1
4361715,23,24,65,1
4366963,10,22,23,2
4386995,40,4,79,1
4387059,40,4,84,1
4393587,13,0,63,1
4393011,30,22,23,2
4393203,18,24,43,1
4406771,9,4,36,1
4393523,18,24,43,0
4416435,9,4,70,1
4421811,41,24,88,1
4421875,56,0,2,1
4433651,9,4,36,1
4433779,9,4,29,1
4439091,40,4,26,1
4439219,40,4,29,1
4368883,48,3,64,2
4381235,53,3,64,2
4400691,23,3,64,2
4433843,30,3,64,2
4444083,22,22,25,2
4358643,36,24,73,0
4462195,20,3,38,2
4462259,53,3,64,2
4422579,1,12,0,2
4424435,23,24,53,1
4424883,50,3,76,2
4447539,14,3,67,2
4458355,34,24,37,0
4375027,14,24,33,1
4392499,30,17,85,1
4420147,38,23,3,1
4448563,20,13,57,1
4448627,30,24,28,1
4453939,21,24,8,1
4432919,18,24,43,1
4454743,18,24,43,1
4454999,39,25,23,2
4356183,41,24,88,1
4356247,41,24,88,1
4356439,40,4,16,1
4361879,13,0,63,1
4361367,18,24,43,1
4381143,13,0,68,1
4399511,40,4,66,1
4393047,18,24,43,0
4399575,40,4,16,1
4393175,18,24,43,1
4406743,9,4,36,1
4406807,9,4,36,1
4398359,23,24,65,1
4416407,40,4,16,1
4416471,13,0,68,1
4421783,41,24,88,1
4433687,9,4,36,1
4433751,9,4,29,1
4368919,20,3,38,2
4443671,40,4,86,1
4356503,48,3,87,2
4400727,41,3,64,2
4416983,30,25,4,2
4432855,25,3,38,2
4434071,45,3,64,2
4358423,23,24,69,1
4462103,30,3,64,2
4373463,21,16,34,0
4395799,23,27,69,1
4402711,33,14,41,0
4419863,8,9,51,0
4447511,50,3,76,2
4360087,55,24,41,1
4360471,54,17,20,1
4365207,14,24,52,1
4397271,21,24,80,1
4460951,30,17,85,1
4438423,14,9,77,2
4420759,55,24,83,1
4421580,39,22,23,2
4432908,18,24,43,1
4449292,45,9,41,2
4454732,18,24,43,1
4356236,41,24,88,1
4356428,40,4,16,1
4361228,23,22,23,2
4361292,10,22,23,2
4367884,40,4,30,1
4380876,9,4,36,1
4399500,40,0,66,1
4393036,30,22,23,2
4399564,40,4,16,1
4406796,9,4,36,1
4416332,40,4,29,1
4416460,40,4,17,1
4433676,9,4,36,1
4433740,9,4,36,1
4433804,9,4,29,1
4439244,40,4,29,1
4443660,40,4,30,1
4356492,30,3,87,2
4369036,45,3,64,2
4400588,45,3,64,2
4400780,30,3,64,2
4411788,48,25,5,2
4416972,23,25,4,2
4427276,23,22,6,2
4462156,30,3,64,2
4463500,45,3,64,2
4357260,39,24,59,1
4373260,49,9,51,0
4383436,14,9,67,2
4434764,14,9,67,2
4436940,14,9,67,2
4444748,39,24,59,1
4360012,20,23,41,1
4360844,16,8,35,1
4365196,14,24,52,1
4392332,20,16,20,1
4397516,20,17,41,1
4420684,55,24,83,1
4420748,55,24,83,1
4430604,14,24,33,1
4410892,36,9,39,2
4421571,39,22,23,2
4426691,23,19,23,1
4432899,18,24,43,1
4356227,41,24,88,1
4356355,13,0,68,1
4356419,40,4,16,1
4361795,23,7,61,1
4381123,40,4,29,1
4387011,9,4,18,1
4399491,40,4,66,1
4393027,30,22,23,2
4399555,40,4,16,1
4406787,9,4,36,1
4416323,40,4,29,1
4421827,41,24,88,1
4398915,3,9,41,2
4433667,9,4,36,1
4399299,23,22,65,2
4433795,9,4,29,1
4356483,47,3,87,2
4367939,39,3,32,2
4369027,30,3,64,2
4381635,30,3,64,2
4411907,30,3,64,2
4434115,23,3,64,2
4463491,45,3,64,2
4357251,39,24,59,1
4372099,21,16,81,0
4444739,39,24,59,1
4392451,20,1,20,1
4420675,20,24,83,1
4420163,25,23,3,1
4420419,8,14,41,1
4453955,21,24,8,1
4472579,11,26,71,1
4454211,23,9,5,2
4454275,48,9,39,2
4400643,20,3,38,2
4421470,23,24,65,1
4426590,23,24,65,1
4454750,18,24,43,1
4356254,41,24,88,1
4356446,40,4,16,1
4356126,23,24,65,1
4361374,18,24,43,1
4366558,30,25,23,2
4386974,13,0,22,1
4393182,18,24,43,1
4406750,9,4,36,1
4406814,9,4,36,1
4416414,40,4,16,1
4416478,13,0,68,1
4421790,41,24,88,1
4398750,30,25,23,2
4398814,23,22,65,2
4433694,9,4,36,1
4433758,9,4,29,1
4439134,40,4,26,1
4443678,13,0,68,1
4443742,13,0,63,1
4368990,31,3,64,2
4400734,48,3,64,2
4416542,30,3,64,2
4432862,2,3,38,2
4427102,27,3,45,2
4432798,41,3,64,2
4434078,45,3,64,2
4364254,50,3,76,2
4372254,0,24,37,0
4373470,21,16,34,0
4379806,46,5,60,0
4395806,1,27,69,1
4408990,14,3,67,2
4452382,8,3,76,2
4360158,30,24,41,1
4380446,45,26,89,1
4392158,30,27,85,1
4392286,2,16,20,1
4431454,41,9,40,2
4400542,20,3,38,2
4432920,18,24,43,1
4449304,8,9,41,2
4449624,23,24,65,1
4454744,18,24,43,1
4454808,44,24,75,0
4455000,39,25,23,2
4356184,41,24,88,1
4356248,41,24,88,1
4361880,13,0,63,1
4361368,18,24,43,1
4361752,23,24,65,1
4381080,40,4,21,1
4381144,13,0,68,1
4399512,40,4,66,1
4399576,40,4,16,1
4393176,18,24,43,1
4406744,9,4,36,1
4406808,9,4,36,1
4416408,40,4,16,1
4416472,13,0,68,1
4421784,41,24,88,1
4398680,36,25,23,2
4433688,9,4,36,1
4433752,9,4,29,1
4368920,20,3,38,2
4443672,40,4,86,1
4356504,48,3,87,2
4362328,3,3,7,2
4368856,2,3,38,2
4400024,37,3,64,2
4400728,30,3,64,2
4407000,55,3,64,2
4416536,48,3,64,2
4416984,23,25,4,2
4468696,30,3,64,2
4373464,21,16,34,0
4379800,51,5,60,0
4418968,14,9,67,2
4360472,54,17,20,1
4392472,20,1,20,1
4420632,55,24,83,1
4438424,14,9,77,2
4400536,23,3,38,2
4420760,35,24,83,1
4419782,49,6,40,0
4421574,39,22,23,2
4421766,23,24,65,1
4432902,18,24,43,1
4454662,45,12,41,2
4356230,41,24,88,1
4356358,13,0,68,1
4356422,40,4,16,1
4361798,11,7,61,1
4367110,19,25,23,2
4367878,40,4,30,1
4381126,40,4,29,1
4399494,40,0,66,1
4393030,30,22,23,2
4399558,40,4,16,1
4406790,9,4,36,1
4416326,40,4,29,1
4421830,42,24,88,1
4398918,3,9,41,2
4433670,9,4,36,1
4433734,9,4,36,1
4433798,9,4,29,1
4439238,40,4,29,1
4367942,39,3,32,2
4381638,45,3,64,2
4411910,43,3,64,2
4357254,39,24,59,1
4372102,21,16,81,0
4372294,20,3,0,2
4424902,8,3,76,2
4444742,39,24,59,1
4451462,14,3,33,2
4360838,29,8,35,1
4391942,20,13,20,1
4392646,6,16,41,1
4420742,55,24,83,1
4425670,20,26,71,1
4453958,21,24,8,1
4385990,14,9,55,2
4415366,36,9,39,2
4400646,20,3,38,2
4462342,55,9,51,0
4449589,23,24,65,1
4356341,13,0,68,1
4356405,40,4,86,1
4361781,3,7,61,1
4361845,40,23,16,1
4361397,18,24,43,1
4377653,40,4,26,1
4381109,40,4,29,1
4386997,40,4,79,1
4387061,40,4,47,1
4393589,13,0,63,1
4393013,36,22,23,2
4393205,18,24,43,1
4406773,9,4,36,1
4393525,23,24,65,1
4421813,41,24,88,1
4421877,56,0,2,1
4433653,9,4,36,1
4399221,44,9,41,2
4433781,9,4,29,1
4439093,40,4,26,1
4439221,40,4,29,1
4443701,40,4,49,1
4421237,23,24,65,1
4356469,3,3,87,2
4378101,48,3,64,2
4381237,45,3,64,2
4400693,30,3,64,2
4432821,23,3,64,2
4433845,30,3,64,2
4358645,36,24,73,0
4461749,17,3,64,2
4462133,41,3,64,2
4462197,20,3,38,2
4372277,20,12,0,2
4440949,14,9,67,2
4456629,21,24,73,0
4458357,34,24,37,0
4460213,20,3,9,2
4360181,32,24,41,1
4360245,30,28,85,1
4366133,35,24,41,1
4392309,20,16,20,1
4392629,33,16,41,1
4397301,45,24,80,1
4404661,53,1,40,1
4420789,55,24,83,1
4438197,30,20,85,1
4376693,3,9,1,2
4400629,20,3,38,2
4410421,49,9,51,0
4448629,30,24,28,1
4421575,39,22,23,2
4432903,18,24,43,1
4356231,41,24,88,1
4356423,40,4,16,1
4361799,23,7,61,1
4361223,23,22,23,2
4367879,40,4,30,1
4381127,40,0,21,1
4399495,40,0,66,1
4393031,30,22,23,2
4399559,40,4,16,1
4406791,9,4,36,1
4416327,40,4,29,1
4421831,42,24,88,1
4433671,9,4,36,1
4433735,9,4,36,1
4433799,9,4,29,1
4439239,40,4,29,1
4443719,45,15,85,1
4367943,39,3,32,2
4381639,23,3,64,2
4433863,31,3,64,2
4444103,20,22,9,2
4462279,48,3,64,2
4463495,23,3,64,2
4357255,39,24,59,1
4372103,21,16,81,0
4372295,20,3,0,2
4374151,14,9,67,2
4403911,49,24,19,0
4414535,36,24,73,0
4441351,36,24,73,0
4444743,39,24,59,1
4451015,21,24,85,0
4360839,16,8,35,1
4391943,46,13,20,1
4397319,4,24,80,1
4420743,55,24,83,1
4425671,11,26,71,1
4453959,7,24,8,1
4393671,39,3,32,2
4400647,20,3,38,2
4421582,39,22,23,2
4432910,18,24,43,1
4454734,18,24,43,1
4454990,39,25,23,2
4356238,42,24,88,1
4356430,40,4,16,1
4361230,23,22,23,2
4367886,40,4,30,1
4380878,9,4,36,1
4381070,40,0,21,1
4381134,13,0,68,1
4399502,40,0,66,1
4393038,30,22,23,2
4399566,40,4,16,1
4406670,40,4,21,1
4406798,9,4,36,1
4416462,40,4,17,1
4433678,9,4,36,1
4433742,9,4,36,1
4433806,9,4,29,1
4439246,40,4,29,1
4443662,40,4,30,1
4356494,30,3,87,2
4400014,30,3,64,2
4400398,20,3,38,2
4400590,48,3,64,2
4400718,30,3,64,2
4400782,23,3,64,2
4432846,20,3,38,2
4416974,23,25,4,2
4444110,22,22,9,2
4462094,23,3,64,2
4357262,39,24,59,1
4372430,20,25,0,2
4434766,14,9,67,2
4444750,39,24,59,1
4452366,50,3,76,2
4360014,46,23,41,1
4360462,20,17,20,1
4360846,29,8,35,1
4365198,14,24,52,1
4397326,41,24,80,1
4420686,55,24,83,1
4453518,14,24,52,1
4400654,20,3,38,2
4420814,55,24,83,1
4421572,39,22,23,2
4432900,18,24,43,1
4449668,34,22,23,2
4454660,41,12,41,2
4356228,41,24,88,1
4356356,13,0,68,1
4356420,40,4,16,1
4361796,34,7,61,1
4381124,40,4,29,1
4399492,40,4,66,1
4393028,30,22,23,2
4399556,40,4,16,1
4406788,9,4,36,1
4416324,40,4,29,1
4421828,42,24,88,1
4398916,53,9,41,2
4433668,9,4,36,1
4433796,9,4,29,1
4443716,30,15,85,1
4356484,47,3,87,2
4367940,39,3,32,2
4381636,30,3,64,2
4411908,30,3,64,2
4434116,23,3,64,2
4444100,30,22,9,2
4462020,41,3,72,2
4462148,30,3,64,2
4357252,39,24,59,1
4372100,21,16,81,0
4444740,39,24,59,1
4360004,6,23,41,1
4360836,16,8,35,1
4392452,54,1,20,1
4420676,20,24,83,1
4420740,35,24,83,1
4425668,23,26,71,1
4453956,21,24,8,1
4472580,11,26,71,1
4454276,14,9,48,2
4400644,2,3,38,2
4449710,23,24,65,1
4356270,42,24,88,1
4356398,40,10,66,1
4361838,40,4,16,1
4361390,18,24,43,1
4366958,48,22,23,2
4380846,9,4,36,1
4386990,40,4,79,1
4393582,13,0,63,1
4393198,18,24,43,1
4406766,9,4,36,1
4416366,40,4,29,1
4416430,9,4,70,1
4421806,41,24,88,1
4433646,9,4,36,1
4399214,30,9,41,2
4433710,9,4,36,1
4433774,9,4,29,1
4439214,40,4,29,1
4368942,41,3,64,2
4369006,53,3,64,2
4381230,30,3,64,2
4444078,23,22,9,2
4462190,20,3,38,2
4464046,30,3,64,2
4412270,21,24,73,0
4360046,53,23,41,1
4392622,30,16,41,1
4425326,14,24,52,1
4425390,55,9,89,1
4453934,21,24,8,1
4398190,32,9,40,2
4385518,52,3,51,0
4420718,55,24,83,1
4420782,55,24,83,1
4454751,18,24,43,1
4454943,23,25,23,2
4356255,41,24,88,1
4356447,40,4,16,1
4361375,18,24,43,1
4366559,30,25,23,2
4386975,13,0,22,1
4393183,18,24,43,1
4406751,9,4,36,1
4406815,9,4,36,1
4416415,40,4,16,1
4416479,13,0,68,1
4421791,41,24,88,1
4398751,11,25,23,2
4399199,45,9,41,2
4433695,9,4,36,1
4433759,9,4,29,1
4439199,28,4,21,1
4443679,13,0,68,1
4400735,30,3,64,2
4432863,25,3,38,2
4427103,27,3,45,2
4434079,30,3,64,2
4462111,1,3,64,2
4372255,0,24,37,0
4373471,21,16,34,0
4395807,1,27,69,1
4452383,31,3,76,2
4465119,23,12,0,2
4471647,14,3,67,2
4360095,11,24,41,1
4380447,3,26,89,1
4392607,35,16,41,1
4397279,43,24,80,1
4431455,11,9,40,2
4400543,20,3,38,2
4421654,17,25,23,2
4432918,18,24,43,1
4449622,23,24,65,1
4454742,18,24,43,1
4454998,39,25,23,2
4356246,41,24,88,1
4356438,40,4,16,1
4361878,13,0,63,1
4361366,18,24,43,1
4381142,13,0,68,1
4399510,40,4,66,1
4399574,40,4,16,1
4393174,18,24,43,1
4406742,9,4,36,1
4406806,9,4,36,1
4416406,40,4,16,1
4416470,40,4,84,1
4433686,9,4,36,1
4433750,9,4,29,1
4439190,28,4,21,1
4443670,40,4,79,1
4356502,1,3,87,2
4368854,20,3,38,2
4368982,23,3,64,2
4400022,48,3,64,2
4400598,52,3,64,2
4400662,23,3,64,2
4406998,45,3,64,2
4416534,45,3,64,2
4416982,30,25,4,2
4443990,31,12,78,2
4462102,30,3,64,2
4462166,30,3,64,2
4373462,21,16,34,0
4379798,41,5,60,0
4418966,14,9,67,2
4437398,23,3,76,2
4360470,11,17,20,1
4392598,45,16,41,1
4453526,14,24,52,1
4432854,20,3,38,2
4421576,39,22,23,2
4421640,23,24,65,1
4432904,18,24,43,1
4449480,23,24,65,1
4454664,30,12,41,2
4356232,41,24,88,1
4356424,40,4,16,1
4361800,48,7,61,1
4361224,23,22,23,2
4367880,40,4,30,1
4380872,9,4,36,1
4381128,40,4,21,1
4399496,40,0,66,1
4393032,30,22,23,2
4399560,40,4,16,1
4406792,9,4,36,1
4416328,40,4,29,1
4421832,42,24,88,1
4433672,9,4,36,1
4433736,9,4,36,1
4433800,9,4,29,1
4439240,40,4,29,1
4443720,30,15,85,1
4367944,39,3,32,2
4381704,2,25,24,2
4393672,39,3,32,2
4427272,23,12,6,2
4434120,19,3,64,2
4463496,30,3,64,2
4357256,39,24,59,1
4372104,21,16,81,0
4372296,30,3,0,2
4414536,36,24,73,0
4437384,50,3,76,2
4437768,49,24,19,0
4441352,36,24,73,0
4444744,39,24,59,1
4451016,37,24,85,0
4360456,20,17,20,1
4360840,16,8,35,1
4397256,14,24,52,1
4397512,30,17,41,1
4420424,20,14,41,1
4425672,20,26,71,1
4453256,30,24,27,1
4453960,21,24,8,1
4425928,36,9,39,2
4420808,55,24,83,1
4421722,23,24,65,1
4449626,23,24,65,1
4454682,3,12,41,2
4454746,18,24,43,1
4454810,44,24,75,0
4356186,41,24,88,1
4356250,42,24,88,1
4356378,40,4,16,1
4361882,13,0,63,1
4361370,18,24,43,1
4361754,23,24,65,1
4399578,40,4,16,1
4393178,18,24,43,1
4406746,9,4,36,1
4406810,9,4,36,1
4416410,40,4,16,1
4416474,13,0,68,1
4421786,41,24,88,1
4398682,48,25,23,2
4433690,9,4,36,1
4433754,9,4,29,1
4439130,40,4,26,1
4443674,40,4,86,1
4443738,13,0,63,1
4415642,23,11,65,1
4356506,30,3,87,2
4362330,3,3,7,2
4368858,20,3,38,2
4368986,11,3,64,2
4400026,45,3,64,2
4400666,41,3,64,2
4449946,14,25,31,2
4450074,31,22,78,2
4462106,30,3,64,2
4373466,21,16,34,0
4388122,14,3,33,2
4437402,31,3,76,2
4360154,30,24,41,1
